branch_id,seat_type,category_code,percentile,is_tfws,is_ews
0110724210,State Level,PWDOPENS,78.4440843,False,False
0110724210,State Level,EWS,87.1298889,False,True
0110729310,State Level,GOPENS,76.0337773,False,False
0110729310,State Level,GSEBCS,65.8812284,False,False
0110729310,State Level,EWS,24.4231968,False,True
0110737210,State Level,GOPENS,80.9741447,False,False
0110737210,State Level,GSCS,73.7956676,False,False
0110737210,State Level,GNT3S,72.1239122,False,False
0110761210,State Level,DEFOPENS,79.5235744,False,False
0110791110,State Level,GNT1S,76.4789025,False,False
0110791110,State Level,LOPENS,81.658825,False,False
0110791110,State Level,LSCS,81.4941569,False,False
0110791110,State Level,TFWS,86.803005,True,False
0110791110,State Level,EWS,59.3445914,False,True
0110799510,State Level,GOPENS,84.8307457,False,False
0110799510,State Level,GSTS,34.805294,False,False
0110799510,State Level,GVJS,62.2534756,False,False
0110799510,State Level,DEFOPENS,65.5460439,False,False
0110799510,State Level,DEFSEBCS,86.803005,False,False
0110799510,State Level,EWS,47.0113809,False,True
0111419110,State Level,GOPENS,70.8722936,False,False
0111419110,State Level,GSCS,69.0659616,False,False
0111419110,State Level,GSEBCS,66.4751458,False,False
0111419110,State Level,LOPENS,62.7875345,False,False
0111419110,State Level,LSTS,6.3063439,False,False
0111419110,State Level,LNT2S,16.1364215,False,False
0111419110,State Level,EWS,70.6178643,False,True
0111424210,State Level,GOPENS,85.5759641,False,False
0111424210,State Level,GSTS,22.974757,False,False
0111424210,State Level,GVJS,81.3894523,False,False
0111424210,State Level,GOBCS,84.6087386,False,False
0111424210,State Level,LOPENS,89.2149834,False,False
0111424210,State Level,LSCS,85.1704164,False,False
0111424210,State Level,PWDOBCS,87.5123219,False,False
0111424210,State Level,DEFOBCS,55.2318816,False,False
0111424210,State Level,DEFSEBCS,87.5036363,False,False
0111424610,State Level,GOPENS,84.2430574,False,False
0111424610,State Level,GSCS,76.2466193,False,False
0111424610,State Level,GSTS,35.3791065,False,False
0111424610,State Level,GNT3S,62.8733646,False,False
0111424610,State Level,GOBCS,83.9659115,False,False
0111424610,State Level,GSEBCS,67.8622856,False,False
0111424610,State Level,LOPENS,83.752973,False,False
0111424610,State Level,LSEBCS,57.2537563,False,False
0111424610,State Level,DEFOPENS,70.4092512,False,False
0111424610,State Level,EWS,84.524207,False,True
0111424610,State Level,VII,83.7447544,False,False
0111426310,State Level,GOPENS,81.7887587,False,False
0111426310,State Level,LOPENS,82.7090241,False,False
0111437210,State Level,GOPENS,78.9173428,False,False
0111437210,State Level,GNT3S,62.8351694,False,False
0111437210,State Level,GOBCS,78.4507504,False,False
0111437210,State Level,GSEBCS,66.1855163,False,False
0111437210,State Level,LOPENS,79.9360013,False,False
0111437210,State Level,LNT2S,73.7743452,False,False
0111437210,State Level,PWDOPENS,22.4081803,False,False
0111437210,State Level,PWDSCS,81.3894523,False,False
0111437210,State Level,DEFOPENS,78.4507504,False,False
0111437210,State Level,EWS,73.8893284,False,True
0111461210,State Level,GOPENS,69.4683908,False,False
0111461210,State Level,GSCS,63.9612515,False,False
0111461210,State Level,GNT2S,65.8812284,False,False
0111461210,State Level,LSCS,52.0276576,False,False
0111461210,State Level,LVJS,9.5359294,False,False
0111461210,State Level,LNT3S,70.8722936,False,False
0111619110,Home University Seats Allotted to Home University Candidates,GOPENH,47.6302148,False,False
0111619110,Home University Seats Allotted to Home University Candidates,GSCH,46.3188381,False,False
0111619110,Home University Seats Allotted to Home University Candidates,GOBCH,41.3261276,False,False
0111619110,Home University Seats Allotted to Home University Candidates,GSEBCH,56.0103934,False,False
0111619110,Home University Seats Allotted to Home University Candidates,LOPENH,2.7688637,False,False
0111619110,Home University Seats Allotted to Home University Candidates,LNT2H,45.3423263,False,False
0111619110,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,34.805294,False,False
0111619110,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,33.6953839,False,False
0111619110,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSEBCO,25.6482713,False,False
0111619110,State Level,DEFOBCS,46.3828235,False,False
0111624210,Home University Seats Allotted to Home University Candidates,GOPENH,76.1358545,False,False
0111624210,Home University Seats Allotted to Home University Candidates,GNT2H,71.7115,False,False
0111624210,Home University Seats Allotted to Home University Candidates,GOBCH,72.7750912,False,False
0111624210,Home University Seats Allotted to Home University Candidates,GSEBCH,95.9024228,False,False
0111624210,Home University Seats Allotted to Home University Candidates,LOPENH,75.3516004,False,False
0111624210,Home University Seats Allotted to Home University Candidates,PWDOPENH,73.112247,False,False
0111624210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,70.5008347,False,False
0111624210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSTO,83.752973,False,False
