college_code,Institute Name,Region,District,Status,Autonomy Status,Minority Status,Home University
6635,Samarth College of Engineering and Management,Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6756,"Fabtech Technical Campus College of Engineering and Research, Sangola",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6755,"JSPM Narhe Technical Campus, Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6649,"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6714,"APPASAHEB ALIAS SA.RE.PATIL INSTITUTE OF TECHNOLOGY, Dattanagar  Tal-Shirol, Dist Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6644,"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6754,"International Institute of Information Technology (I²IT), Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6759,"Shree Ramchandra College of Engineering, Lonikand,Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6757,"Yashoda Technical Campus, Wadhe, Satara.",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6758,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6768,"P.K. Technical Campus, Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6766,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6767,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering, Kamshet,Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6770,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6771,"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6772,"NBN Sinhgad Technical Institutes Campus, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6781,"Bhagwant Institute of Technology, Barshi",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6794,"Anantrao Pawar College of Engineering & Research, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6782,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6803,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,Shivaji University
6799,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6797,"Dnyanshree Institute Engineering and Technology, Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6808,"Keystone School of Engineering, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6815,"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6811,Sanjay Ghodawat Institute,Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6822,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6839,"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,Shivaji University
6834,"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6878,"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,Shivaji University
16121,"Shri. Anandrao Abitkar College of Engineering, Pal",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
14005,"Laxminarayan Innovation Technological University, Nagpur",Nagpur,Nagpur,University,Autonomous,Non-Minority,Unitary Public University of Government of Maharashtra
6901,"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,Punyashlok Ahilyadevi Holkar Solapur University
6991,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6938,Shree Siddheshwar Women's College Of Engineering Solapur.,Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
16006,COEP Technological University,Pune,Pune,University,Autonomous,Non-Minority,Unitary Public University of Government of Maharashtra
16126,"Tatyasaheb Kore Institute of Engineering and Technology, Yelur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
